AverageTimeTaken,NumAttempts,NumCorrectAttempts,Label
24.60723242676091,2,2,Easy
137.67449646527587,5,1,Hard
190.37031441217223,7,1,Hard
399.02660026885553,8,1,Hard
430.48721360098745,7,1,Hard
524.2038792089807,5,0,Hard
13.252579649263975,1,2,Easy
340.4864678141628,7,0,Hard
16.97469303260209,2,4,Easy
409.3353033711833,10,1,Hard
37.13480415791243,3,2,Easy
16.876047207299663,2,3,Easy
26.266516538163216,3,3,Easy
281.11683110254233,5,0,Hard
408.9289898596609,10,0,Hard
539.6724503301202,6,1,Hard
48.54835899772805,1,2,Easy
26.160146601037763,2,2,Easy
40.59264473611897,2,4,Easy
400.68773085559377,10,0,Hard
40.37724259507192,1,3,Easy
19.79914312095726,4,2,Easy
261.3570944829263,10,1,Hard
12.322520635999886,4,3,Easy
15.502596226383838,3,2,Easy
45.15094794475889,3,4,Easy
328.53688535437027,8,0,Hard
376.52328179161105,5,1,Hard
517.9988259391268,8,0,Hard
28.727005942368123,4,2,Easy
559.3220840011711,10,1,Hard
30.519146151781488,4,4,Easy
393.1591051995589,5,0,Hard
25.043915490838483,2,4,Easy
15.979712296915086,4,4,Easy
502.3064523234611,9,1,Hard
383.3833484195561,5,0,Hard
557.026213633571,7,0,Hard
38.063859878474815,2,2,Easy
548.1105162128528,7,0,Hard
35.71172192068058,4,2,Easy
458.44049486239675,9,0,Hard
536.7845313770817,9,1,Hard
398.2319685464344,9,1,Hard
400.87177551622653,7,0,Hard
42.999202301708955,3,2,Easy
21.324788759896897,2,2,Easy
366.3965609723486,5,0,Hard
14.883605700319194,4,4,Easy
53.86696766904905,2,4,Easy
28.318092164684586,3,2,Easy
15.394571349665222,4,4,Easy
290.8759124505533,5,0,Hard
231.94947476377337,9,1,Hard
54.354321213255865,4,3,Easy
563.8287985073262,7,1,Hard
310.3927689380409,10,0,Hard
454.8804353745272,10,0,Hard
371.32909248720534,10,1,Hard
50.40601897822085,2,3,Easy
163.68100370463853,5,0,Hard
11.27095633720476,1,2,Easy
59.282522705530035,1,4,Easy
561.2047448810686,6,0,Hard
58.589104136048036,2,2,Easy
22.464611457443745,1,4,Easy
403.1788306260653,10,1,Hard
300.83470557021155,10,0,Hard
525.3315228641418,10,1,Hard
220.3827797176868,9,1,Hard
14.655138390294962,1,4,Easy
22.89708138575778,2,3,Easy
12.038757077738197,3,2,Easy
563.5400443715679,8,0,Hard
19.242722776276352,2,2,Easy
312.10698857857193,8,1,Hard
340.8571963121146,7,0,Hard
135.26624711287926,5,1,Hard
267.73307509010374,9,1,Hard
319.98674771447,10,0,Hard
54.860787897666334,4,3,Easy
33.610746258097464,1,4,Easy
587.0929676496501,6,0,Hard
17.800932022121827,4,4,Easy
17.799726016810133,4,2,Easy
233.33593589635407,9,1,Hard
479.95715974558647,9,0,Hard
404.1065946342165,6,0,Hard
288.1047584161505,10,1,Hard
274.3597270464139,7,0,Hard
55.37832369630465,3,3,Easy
336.4370147597301,7,0,Hard
44.546886905123294,1,4,Easy
317.37922601864943,10,0,Hard
22.10276357557502,4,4,Easy
48.75664116805573,2,2,Easy
48.61223846483287,1,2,Easy
21.396758127097083,2,2,Easy
41.67648553804473,3,3,Easy
48.56351733429729,1,3,Easy
50.90073829612466,3,2,Easy
250.05966840726234,5,0,Hard
317.40245596097714,8,1,Hard
505.01243953283233,10,0,Hard
51.436875457596464,2,2,Easy
56.093711751155844,3,3,Easy
22.58911479126821,2,4,Easy
59.34434683002586,4,3,Easy
11.71942605576092,1,4,Easy
278.5212139291673,5,0,Hard
493.24909619290827,9,0,Hard
23.93232321183057,3,2,Easy
42.25863952047249,3,4,Easy
164.29948138979813,7,1,Hard
171.2429116492245,10,0,Hard
227.44755163503388,7,1,Hard
386.88241854844057,6,0,Hard
506.4214404092937,10,0,Hard
241.43528063483575,10,1,Hard
190.91476411498883,9,1,Hard
13.848995491439648,2,2,Easy
411.8821677801049,10,0,Hard
479.81579136412194,8,1,Hard
36.00340105889054,2,3,Easy
561.1755433337565,9,1,Hard
377.8864400227536,7,0,Hard
28.1814801189647,1,3,Easy
151.7932693688956,10,0,Hard
50.109849037701984,1,3,Easy
43.606777370293926,4,2,Easy
46.59969709057025,3,4,Easy
24.046725484369038,4,3,Easy
15.993268366684141,1,2,Easy
13.177917514301182,2,4,Easy
39.544647159412094,3,4,Easy
201.44635386987147,7,1,Hard
50.372007758203125,4,3,Easy
51.7651247794619,2,3,Easy
134.6266333121252,10,1,Hard
571.4552770249841,7,1,Hard
540.7975132443805,6,0,Hard
580.1771555557661,7,1,Hard
25.900173748593193,2,4,Easy
484.7785962900411,10,0,Hard
36.2378215816119,2,3,Easy
263.0205367401362,5,1,Hard
51.622132040021086,2,4,Easy
376.48621201414227,10,0,Hard
555.6929790473023,10,1,Hard
31.355389431312815,3,2,Easy
46.41081743059298,2,4,Easy
351.2001542227754,5,1,Hard
58.122364747105564,3,2,Easy
126.5625431169587,5,1,Hard
48.03925243084487,1,4,Easy
541.5459203900123,9,1,Hard
426.8934513476363,9,1,Hard
19.09124836035503,3,4,Easy
183.92886010739986,10,1,Hard
156.1723489691819,6,0,Hard
25.230688458668535,4,2,Easy
234.00310622038558,5,0,Hard
206.43229072766331,8,0,Hard
22.938999080000848,4,3,Easy
477.221595332783,10,0,Hard
230.10947793837585,8,1,Hard
21.881877199619986,4,2,Easy
56.23468091392814,4,3,Easy
235.7207195182233,7,0,Hard
25.717799053816336,1,2,Easy
468.53800515448705,8,0,Hard
26.03900324858679,2,4,Easy
53.57302950938588,3,4,Easy
489.0805158313908,9,0,Hard
27.460478730633046,4,3,Easy
19.93578407670862,4,3,Easy
18.718321450249572,2,2,Easy
162.43594721551034,5,0,Hard
35.939531087168305,4,4,Easy
312.14423467693507,6,1,Hard
285.6396613547456,10,0,Hard
27.92328642721363,1,2,Easy
511.8651529022699,5,0,Hard
57.14548519562596,3,3,Easy
26.259166101337353,2,4,Easy
398.9580581667966,5,1,Hard
283.9503410191416,9,0,Hard
24.24202471887338,1,2,Easy
19.17022549267169,1,3,Easy
45.40362888980228,2,4,Easy
18.526206184364575,2,3,Easy
350.94978914702074,10,1,Hard
49.25879806965068,1,3,Easy
278.4477663888746,9,1,Hard
156.20858260308924,5,0,Hard
496.6407666932686,5,0,Hard
34.86242529461927,3,2,Easy
542.5727849464402,5,0,Hard
54.36063712881633,1,2,Easy
159.78783441281,6,1,Hard
48.99377729288119,2,4,Easy
54.85551299762886,3,2,Easy
19.328502944301793,2,4,Easy
304.4168790620256,10,1,Hard
156.57618220759832,10,0,Hard
121.24561170415035,8,0,Hard
26.54490124263246,1,2,Easy
15.793452976256486,4,2,Easy
23.567451588694794,1,4,Easy
475.6674532371208,9,0,Hard
25.58555380447055,3,2,Easy
286.8572229516881,5,0,Hard
14.424625102595975,2,3,Easy
50.77307142274171,4,3,Easy
140.83237598312292,7,1,Hard
36.48252891780032,4,2,Easy
37.33551396716398,3,2,Easy
350.57763929585025,10,1,Hard
55.4660201039391,4,4,Easy
11.571459284336713,3,3,Easy
31.597250932105787,4,2,Easy
58.49549260809972,4,4,Easy
244.7759341700461,8,1,Hard
41.82052056318902,1,3,Easy
386.3114921002683,7,0,Hard
56.836499436836725,2,2,Easy
10.829391446392808,3,4,Easy
47.77755692715243,3,2,Easy
549.2242861900444,6,0,Hard
149.9238540053959,9,1,Hard
58.28160165372797,4,2,Easy
44.211651325607846,3,4,Easy
32.8034992108518,4,2,Easy
558.3195610836685,10,1,Hard
35.42853455823514,4,4,Easy
43.87821809211412,2,2,Easy
29.4338644844741,2,2,Easy
301.43404325868215,5,0,Hard
10.347606526559535,2,3,Easy
452.0229106410778,10,0,Hard
519.0583152300005,5,0,Hard
382.77422731157355,8,1,Hard
10.27610585618012,3,4,Easy
41.65507286366339,4,2,Easy
219.4692715238671,6,0,Hard
195.34928770377297,7,0,Hard
425.5892743786956,9,1,Hard
473.8083388046492,8,0,Hard
240.69237096566326,10,0,Hard
359.11928959002864,6,0,Hard
416.28658180670016,8,1,Hard
483.35958344266976,6,1,Hard
453.7973390911908,9,1,Hard
375.00756190729635,5,0,Hard
233.6088929673978,5,0,Hard
35.13395116144308,4,3,Easy
181.79923118382908,10,0,Hard
417.9867285226038,10,1,Hard
454.5240268146311,10,1,Hard
13.72753218398854,1,3,Easy
248.96279137214754,6,0,Hard
21.97809453334862,4,2,Easy
24.487572645688402,1,3,Easy
593.4033580160713,10,0,Hard
142.01340787422382,8,0,Hard
514.9393689008127,8,0,Hard
349.3031476225093,7,1,Hard
50.86111001006079,2,4,Easy
56.484882617128655,3,3,Easy
36.788734203737924,3,4,Easy
454.8680983168624,8,0,Hard
135.51165653263223,7,0,Hard
12.573937562499466,2,2,Easy
251.87126257243622,6,0,Hard
27.053317552512926,2,3,Easy
55.02090285816652,1,4,Easy
35.537365128878285,2,2,Easy
27.837666334679465,1,3,Easy
43.1261142176991,3,4,Easy
54.80456499617466,3,2,Easy
22.092614545022585,1,4,Easy
35.60465291496405,1,2,Easy
348.5811344587268,8,0,Hard
254.28648344109394,8,1,Hard
218.42175768313194,5,0,Hard
19.325925519992712,4,2,Easy
239.3875941265382,8,1,Hard
26.8807585701814,1,4,Easy
479.7975839885146,8,0,Hard
19.98368910791799,1,3,Easy
50.18360384495573,4,2,Easy
377.5635100739196,7,1,Hard
46.45035840204937,4,4,Easy
17.244743604561155,1,3,Easy
317.5973828916135,9,1,Hard
25.212112147976885,1,2,Easy
57.44427686266666,4,2,Easy
16.10191174223894,1,3,Easy
34.758845505563514,4,2,Easy
450.13666420611986,10,1,Hard
11.84434736772664,4,4,Easy
45.34286719238086,3,3,Easy
468.6705756721096,6,1,Hard
321.85717375923605,10,1,Hard
31.37705091792748,4,2,Easy
21.43990827458112,4,3,Easy
39.620728443102124,1,4,Easy
34.472638013878154,4,2,Easy
39.93292420985183,1,4,Easy
329.4411991711469,9,0,Hard
159.71924161694693,7,1,Hard
199.7834073164414,5,0,Hard
324.5239080225317,6,1,Hard
199.12044534576046,9,1,Hard
589.39232100205,8,1,Hard
32.007624686980066,3,2,Easy
40.05575058716044,4,3,Easy
20.61695553391381,1,3,Easy
301.0972633161948,6,0,Hard
41.67018782552117,2,3,Easy
534.3064905547219,6,0,Hard
394.3070520984051,5,1,Hard
53.036529162817175,2,2,Easy
459.92697387993593,8,1,Hard
12.261364445526903,3,3,Easy
367.3133063348212,5,1,Hard
48.08098076643588,2,2,Easy
226.83668043409466,6,1,Hard
53.155171293779674,4,4,Easy
384.7621788211536,7,0,Hard
56.97494707820945,2,4,Easy
488.2535294921144,6,1,Hard
241.7674434591066,6,0,Hard
309.37046333190233,10,0,Hard
184.24901702430392,8,1,Hard
306.3688243151387,9,0,Hard
24.561457009902096,2,3,Easy
54.627949924498886,4,3,Easy
26.951489552435035,4,3,Easy
373.6176582226604,5,0,Hard
11.029224714790121,3,2,Easy
46.297783943511966,1,2,Easy
301.3682636523775,7,0,Hard
57.53571532049581,4,3,Easy
41.1649063413779,2,3,Easy
37.760040579973115,3,4,Easy
592.9373043194421,6,0,Hard
50.419867405823055,4,2,Easy
18.061064362700222,2,3,Easy
40.47821669899484,1,2,Easy
25.549116085783112,1,3,Easy
55.41329429833269,1,3,Easy
28.38915663596266,4,2,Easy
247.65020398283468,10,1,Hard
590.6221080443413,6,0,Hard
12.904180608409973,2,3,Easy
142.51030453978555,8,0,Hard
314.4970016550802,7,1,Hard
15.673676062029454,1,4,Easy
14.514488502720415,4,4,Easy
483.39897698037885,9,1,Hard
36.96711209578254,2,2,Easy
406.6934794826067,8,1,Hard
13.702232586704518,4,2,Easy
41.87787356776066,4,2,Easy
34.689779818219534,3,3,Easy
150.48567820320065,8,1,Hard
449.8394425935989,5,0,Hard
45.66223936114975,1,2,Easy
36.1366414690997,3,4,Easy
58.47923138822793,2,3,Easy
17.046211248738132,4,4,Easy
446.8989250065163,6,0,Hard
274.88946637324017,6,1,Hard
597.999060014098,9,0,Hard
54.74136752138244,2,2,Easy
553.5125081647807,8,0,Hard
147.77467092369955,10,1,Hard
350.4220641688681,7,0,Hard
224.06837116151578,9,1,Hard
130.6486761745448,9,1,Hard
500.0725629454238,7,1,Hard
53.308807288746756,4,3,Easy
286.75843594819884,7,1,Hard
29.33676731502687,2,2,Easy
465.84770946790314,5,1,Hard
183.89612572198956,7,1,Hard
46.480308916903205,3,2,Easy
365.59536650268535,7,0,Hard
41.61529152967897,3,4,Easy
514.4595056853357,9,0,Hard
337.55560647783886,8,1,Hard
308.63493550985237,7,1,Hard
30.87055015743895,1,2,Easy
454.3207037889979,5,1,Hard
39.89499894055426,1,3,Easy
292.96564569852876,6,1,Hard
160.56816368672733,5,1,Hard
21.105390523536514,4,4,Easy
584.6274074111151,5,1,Hard
